Name	ID	Date	Time		Latitude	Longitude		Speed
TERMINATED - 401771	401771	3/1/2019	08:00		47.632050	07.554190		0.93
 TERMINATED - 401773	401773	3/1/2019	08:00		47.632222	07.554172		0.19
TERMINATED - 401770	401770	3/1/2019	09:00		47.632120	07.554573		0.37
 TERMINATED - 401773	401773	3/1/2019	09:00		47.632310	07.554308		0.37
TERMINATED - 401771	401771	3/1/2019	09:00		47.632105	07.554667		1.67
TERMINATED - 401771	401771	3/1/2019	10:00		47.632023	07.553698		0.19
 TERMINATED - 401773	401773	3/1/2019	10:00		47.631078	07.554743		0.74
TERMINATED - 401770	401770	3/1/2019	10:00		47.631283	07.554798		0.74
TERMINATED - 401771	401771	3/1/2019	11:00		47.631607	07.553940		0.93
 TERMINATED - 401773	401773	3/1/2019	11:00		47.631517	07.553878		0.93
TERMINATED - 401770	401770	3/1/2019	11:00		47.632783	07.554302		2.04
TERMINATED - 401771	401771	3/1/2019	12:00		47.631163	07.557392		0.19
 TERMINATED - 401773	401773	3/1/2019	12:00		47.631225	07.556327		0.37
TERMINATED - 401770	401770	3/1/2019	12:00		47.631235	07.557123		0.37
 TERMINATED - 401773	401773	3/1/2019	13:00		47.631222	07.554715		0
TERMINATED - 401771	401771	3/1/2019	13:00		47.631392	07.555602		0.37
TERMINATED - 401770	401770	3/1/2019	13:00		47.630452	07.554080		0.19
 TERMINATED - 401773	401773	3/1/2019	14:00		47.630487	07.556368		0.37
TERMINATED - 401771	401771	3/1/2019	14:00		47.629892	07.556853		0.19
TERMINATED - 401770	401770	3/1/2019	14:00		47.630622	07.554592		0.37
TERMINATED - 401770	401770	3/1/2019	15:00		47.630330	07.556587		0.74
 TERMINATED - 401773	401773	3/1/2019	15:00		47.631387	07.557440		0.19
TERMINATED - 401771	401771	3/1/2019	15:00		47.630787	07.556543		0.37
TERMINATED - 401771	401771	3/1/2019	16:00		47.630433	07.556915		0
 TERMINATED - 401773	401773	3/1/2019	16:00		47.630598	07.556222		0.74
TERMINATED - 401770	401770	3/1/2019	16:00		47.630655	07.556343		0.19
 TERMINATED - 401773	401773	3/1/2019	17:00		47.630668	07.556312		0.37
TERMINATED - 401771	401771	3/1/2019	17:00		47.630708	07.556678		0.19
TERMINATED - 401770	401770	3/1/2019	17:00		47.630708	07.556300		0.56
TERMINATED - 401771	401771	3/1/2019	18:00		47.630705	07.555647		0.19
 TERMINATED - 401773	401773	3/1/2019	18:00		47.629818	07.555522		0.56
TERMINATED - 401770	401770	3/1/2019	18:00		47.630703	07.555628		0.56
TERMINATED - 401767	401767	3/1/2019	18:01		47.626590	07.538955		1.67
TERMINATED - 401769	401769	3/1/2019	18:01		47.627245	07.536057		2.78
 TERMINATED - 401773	401773	3/1/2019	19:00		47.629727	07.558055		0.37
TERMINATED - 401771	401771	3/1/2019	19:00		47.629862	07.558182		0.37
TERMINATED - 401770	401770	3/1/2019	19:00		47.630047	07.557978		0.37
TERMINATED - 401771	401771	3/1/2019	20:00		47.630877	07.556647		0.37
TERMINATED - 401770	401770	3/1/2019	20:00		47.631002	07.556762		0.19
 TERMINATED - 401773	401773	3/1/2019	20:00		47.630670	07.556582		0.19
TERMINATED - 401770	401770	3/1/2019	21:00		47.630937	07.557105		0.93
 TERMINATED - 401773	401773	3/1/2019	21:00		47.630917	07.557447		0.19
TERMINATED - 401771	401771	3/1/2019	21:00		47.630797	07.557022		0.93
 TERMINATED - 401773	401773	3/1/2019	22:00		47.630538	07.556778		0.19
TERMINATED - 401771	401771	3/1/2019	22:00		47.631023	07.556828		0.74
TERMINATED - 401770	401770	3/1/2019	22:00		47.631830	07.557362		0.74
 TERMINATED - 401773	401773	3/1/2019	23:00		47.631678	07.554348		1.48
TERMINATED - 401770	401770	3/1/2019	23:00		47.631025	07.556863		0
TERMINATED - 401771	401771	3/1/2019	23:00		47.630940	07.556712		0.74
TERMINATED - 401771	401771	3/2/2019	00:00		47.629888	07.558248		0.56
TERMINATED - 401770	401770	3/2/2019	00:00		47.629673	07.559135		0.56
 TERMINATED - 401773	401773	3/2/2019	00:00		47.629568	07.558670		0.37
TERMINATED - 401770	401770	3/2/2019	01:00		47.630382	07.558780		0.19
 TERMINATED - 401773	401773	3/2/2019	01:00		47.630065	07.555693		0.56
TERMINATED - 401771	401771	3/2/2019	01:00		47.630783	07.558625		0.56
TERMINATED - 401771	401771	3/2/2019	02:00		47.629753	07.559688		0.74
TERMINATED - 401770	401770	3/2/2019	02:00		47.630310	07.558962		0.19
 TERMINATED - 401773	401773	3/2/2019	02:00		47.630433	07.560438		0.56
TERMINATED - 401770	401770	3/2/2019	03:00		47.630015	07.558595		0.56
TERMINATED - 401771	401771	3/2/2019	03:00		47.630168	07.558270		0.37
 TERMINATED - 401773	401773	3/2/2019	03:00		47.629930	07.558252		0.37
TERMINATED - 401771	401771	3/2/2019	04:00		47.630312	07.557722		0.56
TERMINATED - 401770	401770	3/2/2019	04:00		47.630047	07.558335		0.37
 TERMINATED - 401773	401773	3/2/2019	04:00		47.630107	07.558503		0.19
TERMINATED - 401770	401770	3/2/2019	05:00		47.629688	07.559493		0.56
 TERMINATED - 401773	401773	3/2/2019	05:00		47.629800	07.559730		0.37
TERMINATED - 401771	401771	3/2/2019	05:00		47.629782	07.559763		0.37
TERMINATED - 401770	401770	3/2/2019	06:00		47.629122	07.560540		0.56
TERMINATED - 401771	401771	3/2/2019	06:00		47.628477	07.560692		0.37
 TERMINATED - 401773	401773	3/2/2019	06:00		47.628773	07.560393		0.37
TERMINATED - 401767	401767	3/2/2019	06:00		47.626295	07.538720		0
TERMINATED - 401769	401769	3/2/2019	06:01		47.627640	07.535898		1.48
TERMINATED - 401770	401770	3/2/2019	07:00		47.628493	07.560495		0.74
TERMINATED - 401771	401771	3/2/2019	07:00		47.628472	07.560503		5.37
 TERMINATED - 401773	401773	3/2/2019	07:00		47.628610	07.560367		0.37
TERMINATED - 401770	401770	3/2/2019	08:00		47.628217	07.563060		4.44
 TERMINATED - 401773	401773	3/2/2019	08:00		47.628300	07.562580		2.96
TERMINATED - 401770	401770	3/2/2019	09:00		47.623553	07.563537		1.11
TERMINATED - 401771	401771	3/2/2019	09:00		47.624190	07.563378		0.56
 TERMINATED - 401773	401773	3/2/2019	09:00		47.623420	07.563498		0.56
 TERMINATED - 401773	401773	3/2/2019	10:00		47.625708	07.561702		0.56
TERMINATED - 401771	401771	3/2/2019	10:00		47.625550	07.561710		0.56
TERMINATED - 401770	401770	3/2/2019	10:01		47.624885	07.562895		0.19
TERMINATED - 401771	401771	3/2/2019	11:00		47.629735	07.559358		0.37
 TERMINATED - 401773	401773	3/2/2019	11:00		47.629823	07.559460		0
TERMINATED - 401770	401770	3/2/2019	11:00		47.629700	07.559685		1.3
TERMINATED - 401771	401771	3/2/2019	12:00		47.630872	07.564087		0.37
TERMINATED - 401770	401770	3/2/2019	12:00		47.631735	07.564285		0.74
 TERMINATED - 401773	401773	3/2/2019	12:00		47.630662	07.563243		0.93
TERMINATED - 401771	401771	3/2/2019	13:00		47.630812	07.563713		0.56
TERMINATED - 401770	401770	3/2/2019	13:00		47.630687	07.563663		0.56
 TERMINATED - 401773	401773	3/2/2019	13:00		47.630577	07.563750		0.37
TERMINATED - 401770	401770	3/2/2019	14:00		47.630327	07.563778		0.37
TERMINATED - 401771	401771	3/2/2019	14:00		47.630622	07.563607		0.37
 TERMINATED - 401773	401773	3/2/2019	14:00		47.631487	07.563338		0.37
TERMINATED - 401771	401771	3/2/2019	15:00		47.630732	07.563835		0.37
 TERMINATED - 401773	401773	3/2/2019	15:00		47.631253	07.564140		0.19
TERMINATED - 401770	401770	3/2/2019	15:00		47.630757	07.563805		0.74
 TERMINATED - 401773	401773	3/2/2019	16:00		47.631083	07.564797		0.74
TERMINATED - 401770	401770	3/2/2019	16:00		47.629982	07.563533		0.37
TERMINATED - 401771	401771	3/2/2019	16:01		47.630973	07.563680		0.37
TERMINATED - 401770	401770	3/2/2019	17:00		47.630928	07.563430		0.19
TERMINATED - 401771	401771	3/2/2019	17:00		47.630757	07.563133		0.19
 TERMINATED - 401773	401773	3/2/2019	17:00		47.631138	07.563633		0.37
TERMINATED - 401770	401770	3/2/2019	18:00		47.630555	07.563588		0.37
 TERMINATED - 401773	401773	3/2/2019	18:00		47.630593	07.562892		0
TERMINATED - 401771	401771	3/2/2019	18:00		47.630778	07.563042		0.37
TERMINATED - 401767	401767	3/2/2019	18:01		47.626333	07.536217		0.19
TERMINATED - 401769	401769	3/2/2019	18:01		47.625532	07.538507		1.67
TERMINATED - 401770	401770	3/2/2019	19:00		47.630770	07.563382		0.19
 TERMINATED - 401773	401773	3/2/2019	19:00		47.630238	07.563403		0.56
TERMINATED - 401771	401771	3/2/2019	19:00		47.630487	07.563508		0.19
 TERMINATED - 401773	401773	3/2/2019	20:00		47.630660	07.563132		0.19
TERMINATED - 401770	401770	3/2/2019	20:00		47.630988	07.563162		0.56
TERMINATED - 401771	401771	3/2/2019	20:00		47.630552	07.563368		0
TERMINATED - 401771	401771	3/2/2019	21:00		47.630700	07.563155		1.48
TERMINATED - 401770	401770	3/2/2019	21:00		47.630725	07.563583		0.93
 TERMINATED - 401773	401773	3/2/2019	21:00		47.630868	07.562870		0.37
 TERMINATED - 401773	401773	3/2/2019	22:00		47.630447	07.563883		0.19
TERMINATED - 401771	401771	3/2/2019	22:00		47.630685	07.562690		0.56
TERMINATED - 401770	401770	3/2/2019	22:00		47.630673	07.563697		0.19
TERMINATED - 401770	401770	3/2/2019	23:00		47.630820	07.563570		0.56
TERMINATED - 401771	401771	3/2/2019	23:00		47.630882	07.563667		0
 TERMINATED - 401773	401773	3/2/2019	23:00		47.630762	07.563443		0.56
TERMINATED - 401771	401771	3/3/2019	00:00		47.630748	07.563655		0.56
TERMINATED - 401770	401770	3/3/2019	00:00		47.630713	07.563958		0.74
 TERMINATED - 401773	401773	3/3/2019	00:00		47.631213	07.564330		1.85
 TERMINATED - 401773	401773	3/3/2019	01:00		47.623752	07.563722		0.19
TERMINATED - 401770	401770	3/3/2019	01:00		47.623170	07.563850		0.19
TERMINATED - 401771	401771	3/3/2019	01:00		47.623678	07.563532		0.93
 TERMINATED - 401773	401773	3/3/2019	02:00		47.625478	07.561500		0.74
TERMINATED - 401770	401770	3/3/2019	02:00		47.625768	07.561920		1.85
TERMINATED - 401771	401771	3/3/2019	02:00		47.625865	07.561327		0.19
 TERMINATED - 401773	401773	3/3/2019	03:00		47.626350	07.562800		0.74
TERMINATED - 401771	401771	3/3/2019	03:00		47.626362	07.562335		0.37
TERMINATED - 401770	401770	3/3/2019	03:00		47.625665	07.562583		0
TERMINATED - 401770	401770	3/3/2019	04:00		47.627278	07.560377		0.56
 TERMINATED - 401773	401773	3/3/2019	04:00		47.628918	07.561130		0.56
TERMINATED - 401771	401771	3/3/2019	04:00		47.628517	07.560243		0.37
TERMINATED - 401770	401770	3/3/2019	05:00		47.629227	07.560065		1.48
 TERMINATED - 401773	401773	3/3/2019	05:00		47.628752	07.560183		0.74
TERMINATED - 401771	401771	3/3/2019	05:00		47.628638	07.560415		0
TERMINATED - 401770	401770	3/3/2019	06:00		47.629362	07.560843		0.19
TERMINATED - 401771	401771	3/3/2019	06:00		47.628703	07.560392		0.19
 TERMINATED - 401773	401773	3/3/2019	06:00		47.628717	07.560102		0.37
TERMINATED - 401767	401767	3/3/2019	06:00		47.626970	07.535423		0
TERMINATED - 401770	401770	3/3/2019	07:00		47.628708	07.560238		0
 TERMINATED - 401773	401773	3/3/2019	07:00		47.628778	07.560380		3.7
TERMINATED - 401771	401771	3/3/2019	07:01		47.628665	07.560458		0.74
TERMINATED - 401771	401771	3/3/2019	08:00		47.626572	07.562303		0.56
 TERMINATED - 401773	401773	3/3/2019	08:00		47.626768	07.562870		0
TERMINATED - 401770	401770	3/3/2019	08:00		47.626728	07.562747		0.56
 TERMINATED - 401773	401773	3/3/2019	09:00		47.624813	07.562795		0.37
TERMINATED - 401770	401770	3/3/2019	09:00		47.626002	07.561845		0.37
TERMINATED - 401771	401771	3/3/2019	09:00		47.624798	07.562008		0.37
 TERMINATED - 401773	401773	3/3/2019	10:00		47.623163	07.564180		0.19
TERMINATED - 401771	401771	3/3/2019	10:00		47.624078	07.563470		0.37
TERMINATED - 401770	401770	3/3/2019	10:01		47.623133	07.563662		0.56
TERMINATED - 401771	401771	3/3/2019	11:00		47.628928	07.559730		0.37
TERMINATED - 401770	401770	3/3/2019	11:00		47.629283	07.558642		0.19
 TERMINATED - 401773	401773	3/3/2019	11:00		47.629842	07.559425		0.37
TERMINATED - 401771	401771	3/3/2019	12:00		47.630950	07.556835		0.56
TERMINATED - 401770	401770	3/3/2019	12:00		47.630452	07.556220		0
 TERMINATED - 401773	401773	3/3/2019	12:00		47.630370	07.556862		0.56
TERMINATED - 401771	401771	3/3/2019	13:00		47.631728	07.557003		0.19
TERMINATED - 401770	401770	3/3/2019	13:00		47.630782	07.556535		0.74
 TERMINATED - 401773	401773	3/3/2019	13:00		47.630688	07.556392		0
TERMINATED - 401770	401770	3/3/2019	14:00		47.631823	07.555807		0.37
 TERMINATED - 401773	401773	3/3/2019	14:00		47.632325	07.555638		0.19
TERMINATED - 401771	401771	3/3/2019	14:00		47.632093	07.555333		0.37
TERMINATED - 401770	401770	3/3/2019	15:00		47.631553	07.555273		0.37
TERMINATED - 401771	401771	3/3/2019	15:00		47.631347	07.555573		0.19
 TERMINATED - 401773	401773	3/3/2019	15:00		47.631493	07.554167		0.56
TERMINATED - 401771	401771	3/3/2019	16:00		47.632087	07.555627		0.19
TERMINATED - 401770	401770	3/3/2019	16:00		47.631940	07.555213		0.74
 TERMINATED - 401773	401773	3/3/2019	16:00		47.631467	07.555785		0.93
TERMINATED - 401770	401770	3/3/2019	17:00		47.630765	07.557077		0.37
TERMINATED - 401771	401771	3/3/2019	17:00		47.630355	07.557297		0.56
 TERMINATED - 401773	401773	3/3/2019	17:00		47.630415	07.557223		0.19
TERMINATED - 401770	401770	3/3/2019	18:00		47.629025	07.559360		0.19
TERMINATED - 401771	401771	3/3/2019	18:00		47.629872	07.559473		0.19
 TERMINATED - 401773	401773	3/3/2019	18:00		47.629950	07.559153		0.56
TERMINATED - 401767	401767	3/3/2019	18:00		47.627297	07.536087		0.37
TERMINATED - 401770	401770	3/3/2019	19:00		47.628635	07.559933		0.19
 TERMINATED - 401773	401773	3/3/2019	19:00		47.628413	07.544152		0.37
TERMINATED - 401771	401771	3/3/2019	19:00		47.628625	07.560537		0.19
TERMINATED - 401771	401771	3/3/2019	20:00		47.627778	07.561335		0.56
TERMINATED - 401770	401770	3/3/2019	20:00		47.628323	07.560643		0.19
 TERMINATED - 401773	401773	3/3/2019	20:00		47.628245	07.560720		0
TERMINATED - 401770	401770	3/3/2019	21:00		47.627623	07.560375		0.37
TERMINATED - 401771	401771	3/3/2019	21:00		47.628235	07.560788		0
 TERMINATED - 401773	401773	3/3/2019	21:00		47.628250	07.560935		0.19
TERMINATED - 401770	401770	3/3/2019	22:00		47.628453	07.560917		1.3
 TERMINATED - 401773	401773	3/3/2019	22:00		47.628303	07.560715		0.74
TERMINATED - 401770	401770	3/3/2019	23:00		47.625878	07.561255		0.56
 TERMINATED - 401773	401773	3/3/2019	23:00		47.599658	07.576757		3.89
TERMINATED - 401771	401771	3/3/2019	23:00		47.625760	07.561258		0.93
TERMINATED - 401770	401770	3/4/2019	00:00		47.625213	07.561878		0.37
 TERMINATED - 401773	401773	3/4/2019	00:01		47.625257	07.561643		0
TERMINATED - 401771	401771	3/4/2019	00:01		47.625148	07.561810		0.74
TERMINATED - 401770	401770	3/4/2019	01:00		47.625732	07.561440		0.93
TERMINATED - 401771	401771	3/4/2019	01:00		47.636878	07.547193		0.19
 TERMINATED - 401773	401773	3/4/2019	01:00		47.625010	07.561178		0.56
TERMINATED - 401770	401770	3/4/2019	02:00		47.626072	07.560957		0.56
TERMINATED - 401771	401771	3/4/2019	02:00		47.622688	07.569922		2.04
 TERMINATED - 401773	401773	3/4/2019	02:01		47.624758	07.561708		0.93
 TERMINATED - 401773	401773	3/4/2019	03:00		47.626215	07.562622		0.93
TERMINATED - 401770	401770	3/4/2019	03:01		47.626525	07.560892		0.37
TERMINATED - 401771	401771	3/4/2019	03:01		47.626473	07.561110		1.48
 TERMINATED - 401773	401773	3/4/2019	04:00		47.626850	07.560608		0.37
TERMINATED - 401771	401771	3/4/2019	04:00		47.626708	07.560158		0.37
TERMINATED - 401770	401770	3/4/2019	04:00		47.626345	07.560837		0.19
TERMINATED - 401770	401770	3/4/2019	05:00		47.628668	07.560167		0.37
 TERMINATED - 401773	401773	3/4/2019	05:00		47.628995	07.560335		3.89
TERMINATED - 401771	401771	3/4/2019	05:00		47.628750	07.560577		0.37
TERMINATED - 401771	401771	3/4/2019	06:00		47.628810	07.560648		0.56
TERMINATED - 401770	401770	3/4/2019	06:00		47.628578	07.560318		0
TERMINATED - 401767	401767	3/4/2019	06:00		47.626870	07.535825		0.56
 TERMINATED - 401773	401773	3/4/2019	06:00		47.628667	07.560793		6.48
TERMINATED - 401769	401769	3/4/2019	06:01		47.629320	07.534437		0.56
TERMINATED - 401771	401771	3/4/2019	07:00		47.628283	07.560423		0.74
TERMINATED - 401770	401770	3/4/2019	07:00		47.628688	07.560697		0.74
 TERMINATED - 401773	401773	3/4/2019	07:00		47.628522	07.560435		0.19
 TERMINATED - 401773	401773	3/4/2019	08:00		47.628753	07.560290		0.56
TERMINATED - 401770	401770	3/4/2019	08:00		47.628548	07.558413		0.56
TERMINATED - 401771	401771	3/4/2019	08:00		47.629210	07.560203		0.93
 TERMINATED - 401773	401773	3/4/2019	09:00		47.628865	07.560190		0.56
TERMINATED - 401770	401770	3/4/2019	09:00		47.628453	07.560387		0.37
TERMINATED - 401771	401771	3/4/2019	09:00		47.628570	07.560300		0.74
TERMINATED - 401771	401771	3/4/2019	10:00		47.628862	07.560165		1.3
 TERMINATED - 401773	401773	3/4/2019	10:00		47.628537	07.560715		0.56
TERMINATED - 401770	401770	3/4/2019	10:00		47.628742	07.560568		0.93
TERMINATED - 401771	401771	3/4/2019	11:00		47.628672	07.556715		1.3
TERMINATED - 401770	401770	3/4/2019	11:00		47.629093	07.556893		0.56
 TERMINATED - 401773	401773	3/4/2019	11:00		47.628982	07.556718		0.93
TERMINATED - 401771	401771	3/4/2019	12:00		47.631118	07.557240		1.3
TERMINATED - 401770	401770	3/4/2019	12:00		47.630495	07.557147		0.56
 TERMINATED - 401773	401773	3/4/2019	12:00		47.630557	07.556862		0.74
 TERMINATED - 401773	401773	3/4/2019	13:00		47.631683	07.554973		3.33
TERMINATED - 401770	401770	3/4/2019	13:00		47.631735	07.554403		0.37
TERMINATED - 401771	401771	3/4/2019	13:00		47.631262	07.554473		0.74
TERMINATED - 401771	401771	3/4/2019	14:00		47.632410	07.553762		1.85
 TERMINATED - 401773	401773	3/4/2019	14:00		47.632678	07.554173		0.56
TERMINATED - 401770	401770	3/4/2019	14:00		47.632303	07.554773		0.19
TERMINATED - 401770	401770	3/4/2019	15:00		47.632813	07.554567		0.93
TERMINATED - 401771	401771	3/4/2019	15:00		47.632765	07.554400		0.19
 TERMINATED - 401773	401773	3/4/2019	15:00		47.632367	07.554715		0.93
 TERMINATED - 401773	401773	3/4/2019	16:00		47.631357	07.555368		0.93
TERMINATED - 401770	401770	3/4/2019	16:00		47.631847	07.555128		0.37
TERMINATED - 401771	401771	3/4/2019	16:00		47.631908	07.555430		0.74
 TERMINATED - 401773	401773	3/4/2019	17:00		47.631548	07.555112		0.74
TERMINATED - 401771	401771	3/4/2019	17:00		47.631578	07.554990		0.19
TERMINATED - 401770	401770	3/4/2019	17:00		47.631740	07.554950		0.37
TERMINATED - 401771	401771	3/4/2019	18:00		47.631920	07.554728		0.19
TERMINATED - 401770	401770	3/4/2019	18:00		47.632032	07.555393		1.3
 TERMINATED - 401773	401773	3/4/2019	18:00		47.632677	07.555670		0.37
TERMINATED - 401767	401767	3/4/2019	18:01		47.627403	07.536178		0.19
TERMINATED - 401769	401769	3/4/2019	18:01		47.629480	07.534502		1.11
TERMINATED - 401771	401771	3/4/2019	19:00		47.632692	07.554970		0.19
TERMINATED - 401770	401770	3/4/2019	19:00		47.632240	07.554893		0.56
 TERMINATED - 401773	401773	3/4/2019	19:00		47.632733	07.554953		0.37
TERMINATED - 401771	401771	3/4/2019	20:00		47.631882	07.554993		0.56
 TERMINATED - 401773	401773	3/4/2019	20:01		47.631710	07.555097		0.19
TERMINATED - 401770	401770	3/4/2019	20:01		47.633383	07.554697		0.74
TERMINATED - 401771	401771	3/4/2019	21:00		47.631865	07.554977		0.56
 TERMINATED - 401773	401773	3/4/2019	21:00		47.631853	07.554960		0.19
TERMINATED - 401770	401770	3/4/2019	21:00		47.632138	07.554883		0.74
TERMINATED - 401771	401771	3/4/2019	22:00		47.631648	07.554663		0.74
TERMINATED - 401770	401770	3/4/2019	22:00		47.632043	07.554797		2.04
 TERMINATED - 401773	401773	3/4/2019	22:00		47.631868	07.555078		0.56
TERMINATED - 401771	401771	3/4/2019	23:00		47.631703	07.555463		0.19
TERMINATED - 401770	401770	3/4/2019	23:00		47.631973	07.554907		0.37
 TERMINATED - 401773	401773	3/4/2019	23:00		47.631942	07.555395		0.19
 TERMINATED - 401773	401773	3/5/2019	00:00		47.628783	07.560735		4.07
TERMINATED - 401770	401770	3/5/2019	00:00		47.629027	07.561185		2.41
TERMINATED - 401771	401771	3/5/2019	00:00		47.628523	07.561382		3.52
 TERMINATED - 401773	401773	3/5/2019	01:00		47.626608	07.560390		0.37
TERMINATED - 401771	401771	3/5/2019	01:00		47.626230	07.560702		0.56
TERMINATED - 401770	401770	3/5/2019	01:00		47.626087	07.560328		1.67
 TERMINATED - 401773	401773	3/5/2019	02:00		47.625680	07.562123		0.19
TERMINATED - 401771	401771	3/5/2019	02:00		47.626007	07.561577		0.37
TERMINATED - 401770	401770	3/5/2019	02:00		47.625660	07.561823		0.56
TERMINATED - 401771	401771	3/5/2019	03:00		47.628370	07.562527		0.74
TERMINATED - 401770	401770	3/5/2019	03:00		47.628560	07.562203		0.74
 TERMINATED - 401773	401773	3/5/2019	03:00		47.628172	07.563105		0.19
TERMINATED - 401771	401771	3/5/2019	04:00		47.628337	07.560485		0.56
 TERMINATED - 401773	401773	3/5/2019	04:00		47.628680	07.561098		0.56
TERMINATED - 401770	401770	3/5/2019	04:00		47.628498	07.560437		0.56
TERMINATED - 401771	401771	3/5/2019	05:00		47.628115	07.561173		0.19
 TERMINATED - 401773	401773	3/5/2019	05:00		47.628278	07.560753		0.37
TERMINATED - 401770	401770	3/5/2019	05:00		47.628255	07.560520		0.56
TERMINATED - 401771	401771	3/5/2019	06:00		47.628015	07.561107		0.56
 TERMINATED - 401773	401773	3/5/2019	06:00		47.628110	07.560617		1.3
TERMINATED - 401770	401770	3/5/2019	06:00		47.628238	07.560410		0.37
TERMINATED - 401769	401769	3/5/2019	06:00		47.629365	07.534420		0
TERMINATED - 401767	401767	3/5/2019	06:00		47.626742	07.535533		0.74
TERMINATED - 401770	401770	3/5/2019	07:00		47.628293	07.560787		0.37
 TERMINATED - 401773	401773	3/5/2019	07:00		47.628452	07.560792		0.37
TERMINATED - 401771	401771	3/5/2019	07:00		47.627978	07.561152		0.56
TERMINATED - 401770	401770	3/5/2019	08:00		47.628430	07.560197		0.93
TERMINATED - 401771	401771	3/5/2019	08:00		47.628518	07.560505		0.37
 TERMINATED - 401773	401773	3/5/2019	08:00		47.628313	07.559918		0.37
TERMINATED - 401771	401771	3/5/2019	09:00		47.628492	07.560918		0.74
TERMINATED - 401770	401770	3/5/2019	09:00		47.628075	07.560855		0.74
 TERMINATED - 401773	401773	3/5/2019	09:00		47.628503	07.561177		0.19
TERMINATED - 401770	401770	3/5/2019	10:00		47.624840	07.561537		0.19
 TERMINATED - 401773	401773	3/5/2019	10:00		47.625088	07.561423		0.56
 TERMINATED - 401773	401773	3/5/2019	11:00		47.627142	07.560787		0.56
TERMINATED - 401770	401770	3/5/2019	11:00		47.627482	07.561012		1.85
TERMINATED - 401771	401771	3/5/2019	11:01		47.627360	07.561347		2.04
 TERMINATED - 401773	401773	3/5/2019	12:00		47.625145	07.561238		0.19
TERMINATED - 401771	401771	3/5/2019	12:00		47.626950	07.562223		0.19
TERMINATED - 401770	401770	3/5/2019	12:00		47.625243	07.561458		0.37
 TERMINATED - 401773	401773	3/5/2019	13:00		47.628338	07.560548		0.19
TERMINATED - 401771	401771	3/5/2019	13:00		47.628247	07.560560		0.37
TERMINATED - 401770	401770	3/5/2019	13:00		47.628493	07.560433		0.37
 TERMINATED - 401773	401773	3/5/2019	14:00		47.630518	07.557835		3.52
TERMINATED - 401771	401771	3/5/2019	14:00		47.630735	07.556662		3.89
TERMINATED - 401770	401770	3/5/2019	14:00		47.630552	07.557653		0
TERMINATED - 401770	401770	3/5/2019	15:00		47.630497	07.557307		0.19
TERMINATED - 401771	401771	3/5/2019	15:00		47.630682	07.557070		0.19
 TERMINATED - 401773	401773	3/5/2019	15:00		47.630910	07.557185		0.56
TERMINATED - 401771	401771	3/5/2019	16:00		47.630607	07.557293		0
TERMINATED - 401770	401770	3/5/2019	16:00		47.630628	07.556980		0.93
 TERMINATED - 401773	401773	3/5/2019	16:00		47.630530	07.556862		0.19
TERMINATED - 401770	401770	3/5/2019	17:00		47.630107	07.556697		0.56
 TERMINATED - 401773	401773	3/5/2019	17:00		47.630113	07.555875		0.93
TERMINATED - 401771	401771	3/5/2019	17:00		47.631072	07.556078		0.56
TERMINATED - 401771	401771	3/5/2019	18:00		47.630653	07.556132		0.56
TERMINATED - 401770	401770	3/5/2019	18:00		47.630978	07.556283		2.04
TERMINATED - 401769	401769	3/5/2019	18:00		47.627618	07.535930		0
 TERMINATED - 401773	401773	3/5/2019	18:00		47.630605	07.555843		0.93
TERMINATED - 401767	401767	3/5/2019	18:01		47.627390	07.536000		0.19
TERMINATED - 401771	401771	3/5/2019	19:00		47.629623	07.559220		0.74
TERMINATED - 401770	401770	3/5/2019	19:00		47.629935	07.558530		0.19
 TERMINATED - 401773	401773	3/5/2019	19:00		47.629650	07.559148		0.37
 TERMINATED - 401773	401773	3/5/2019	20:00		47.626178	07.561232		0.19
TERMINATED - 401770	401770	3/5/2019	20:00		47.630293	07.556877		0.19
TERMINATED - 401771	401771	3/5/2019	20:00		47.630432	07.556782		0.19
 TERMINATED - 401773	401773	3/5/2019	21:00		47.630847	07.556437		0.56
TERMINATED - 401770	401770	3/5/2019	21:00		47.630558	07.556587		0.37
TERMINATED - 401771	401771	3/5/2019	21:00		47.630193	07.556920		0.37
TERMINATED - 401770	401770	3/5/2019	22:00		47.628162	07.560487		0.93
 TERMINATED - 401773	401773	3/5/2019	22:00		47.628057	07.560838		1.85
TERMINATED - 401771	401771	3/5/2019	22:00		47.628080	07.560508		0.19
TERMINATED - 401770	401770	3/5/2019	23:00		47.625797	07.562323		0.37
TERMINATED - 401771	401771	3/5/2019	23:00		47.626317	07.562787		0.19
 TERMINATED - 401773	401773	3/5/2019	23:00		47.626700	07.562082		0.37
TERMINATED - 401770	401770	3/6/2019	00:00		47.625667	07.561937		0.19
 TERMINATED - 401773	401773	3/6/2019	00:00		47.625335	07.561202		0.56
TERMINATED - 401771	401771	3/6/2019	00:00		47.625688	07.561617		0.37
TERMINATED - 401771	401771	3/6/2019	01:00		47.625147	07.561655		0.37
TERMINATED - 401770	401770	3/6/2019	01:00		47.625082	07.561388		0.74
 TERMINATED - 401773	401773	3/6/2019	01:01		47.625712	07.561075		1.3
TERMINATED - 401770	401770	3/6/2019	02:00		47.625712	07.560940		0.37
TERMINATED - 401771	401771	3/6/2019	02:00		47.625463	07.561603		1.67
